id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
15613,2017-02-27,segunda-feira,07:00:00,RN,226.0,"334,9",PATU                                                        ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Fatais,Pleno dia           ,Crescente           ,Nublado             ,Simples             ,Reta                          ,Não       ,3,1,1,0,0,1,1,2,-6.09668129,-37.61475826,SR-RN               ,DEL15/4                       ,UOP01/RN                      
15625,2017-02-23,quinta-feira,09:00:00,RN,101.0,99,NATAL                                                       ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Pleno dia           ,Decrescente         ,Chuva               ,Dupla               ,Desvio Temporário             ,Sim       ,2,0,0,0,2,0,0,2,-5.88130971,-35.2256136,SR-RN               ,DEL15/1                       ,UOP01/RN                      
15630,2017-02-27,segunda-feira,09:00:00,RN,405.0,"80,1",APODI                                                       ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Simples             ,Reta                          ,Não       ,3,0,0,1,2,0,1,2,-5.68269135,-37.79008536,SR-RN               ,DEL15/4                       ,UOP02/RN                      
15827,2017-02-28,terça-feira,04:00:00,RN,101.0,80,NATAL                                                       ,Pista Escorregadia                                                                                  ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Chuva               ,Dupla               ,Reta                          ,Não       ,1,0,0,1,0,0,1,1,-5.75786392,-35.28842658,SR-RN               ,DEL15/2                       ,UOP01/RN                      
15949,2017-02-28,terça-feira,16:00:00,RN,304.0,"290,7",MACAIBA                                                     ,Mal Súbito                                                                                          ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Nublado             ,Simples             ,Curva                         ,Não       ,2,0,1,0,1,0,1,1,-5.86784745,-35.41751862,SR-RN               ,DEL15/1                       ,UOP02/RN                      
15957,2017-02-28,terça-feira,16:20:00,RN,101.0,"64,9",CEARA-MIRIM                                                 ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Simples             ,Reta                          ,Não       ,2,0,0,1,1,0,1,2,-5.63901636,-35.25004623,SR-RN               ,DEL15/2                       ,UOP01/RN                      
16047,2017-02-28,terça-feira,23:07:00,RN,405.0,76,APODI                                                       ,Ingestão de Álcool                                                                                  ,Colisão com objeto estático                                                                                                                                                                             ,Sem Vítimas,Plena Noite         ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,1,0,0,0,0,1,0,1,-5.65409199,-37.79932642,SR-RN               ,DEL15/4                       ,UOP02/RN                      
16104,2017-03-01,quarta-feira,07:10:00,RN,101.0,"129,8",NISIA FLORESTA                                              ,Pista Escorregadia                                                                                  ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Chuva               ,Dupla               ,Não Informado                 ,Não       ,3,0,2,1,0,0,3,1,-6.11456866,-35.23298264,SR-RN               ,DEL15/1                       ,UOP01/RN                      
16131,2017-03-01,quarta-feira,09:30:00,RN,406.0,"158,2",CEARA-MIRIM                                                 ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Sem Vítimas,Pleno dia           ,Crescente           ,Nublado             ,Simples             ,Não Informado                 ,Não       ,2,0,0,0,2,0,0,2,-5.69746806,-35.3849411,SR-RN               ,DEL15/2                       ,UOP01/RN                      
16136,2017-03-01,quarta-feira,09:50:00,RN,304.0,28,MOSSORO                                                     ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,4,0,1,0,3,0,1,2,-5.1039,-37.3381,SR-RN               ,DEL15/4                       ,UOP02/RN                      
16236,2017-03-01,quarta-feira,15:00:00,RN,110.0,"87,9",UPANEMA                                                     ,Falta de Atenção à Condução                                                                         ,Saída de leito carroçável                                                                                                                                                                               ,Sem Vítimas,Pleno dia           ,Crescente           ,Chuva               ,Simples             ,Reta                          ,Não       ,1,0,0,0,1,0,0,1,-5.55796442,-37.320833799999996,SR-RN               ,DEL15/4                       ,UOP01/RN                      
16429,2017-03-02,quinta-feira,12:45:00,RN,101.0,"117,9",SAO JOSE DE MIPIBU                                          ,Pista Escorregadia                                                                                  ,Capotamento                                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Chuva               ,Dupla               ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-6.0109900000000005,-35.2560583,SR-RN               ,DEL15/1                       ,UOP01/RN                      
16430,2017-03-02,quinta-feira,12:45:00,RN,101.0,"117,9",SAO JOSE DE MIPIBU                                          ,Pista Escorregadia                                                                                  ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Chuva               ,Dupla               ,Reta                          ,Não       ,3,0,1,1,1,0,2,1,-6.01118,-35.255705,SR-RN               ,DEL15/1                       ,UOP01/RN                      
16547,2017-03-02,quinta-feira,20:50:00,RN,110.0,1,AREIA BRANCA                                                ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Sem Vítimas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,2,0,0,0,2,0,0,2,-4.9491,-37.1244,SR-RN               ,DEL15/4                       ,UOP01/RN                      
16592,2017-03-03,sexta-feira,06:20:00,RN,304.0,32,MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,0,0,0,3,0,0,3,-5.1386,-37.3457,SR-RN               ,DEL15/4                       ,UOP02/RN                      
16611,2017-03-03,sexta-feira,08:12:00,RN,101.0,101,PARNAMIRIM                                                  ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Múltipla            ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.8866,-35.2312,SR-RN               ,DEL15/1                       ,UOP01/RN                      
16707,2017-03-03,sexta-feira,15:15:00,RN,304.0,"42,2",MOSSORO                                                     ,Pista Escorregadia                                                                                  ,Saída de leito carroçável                                                                                                                                                                               ,Sem Vítimas,Pleno dia           ,Decrescente         ,Chuva               ,Dupla               ,Curva                         ,Não       ,2,0,0,0,2,0,0,2,-5.21032272,-37.37420082,SR-RN               ,DEL15/4                       ,UOP01/RN                      
16739,2017-03-03,sexta-feira,18:00:00,RN,101.0,"84,4",SAO GONCALO DO AMARANTE                                     ,Falta de Atenção do Pedestre                                                                        ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,3,0,3,0,0,0,3,1,-5.77511754,-35.25557113,SR-RN               ,DEL15/2                       ,UOP01/RN                      
16891,2017-03-04,sábado,10:20:00,RN,406.0,169,SAO GONCALO DO AMARANTE                                     ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Sem Vítimas,Pleno dia           ,Crescente           ,Sol                 ,Dupla               ,Reta                          ,Sim       ,2,0,0,0,2,0,0,2,-5.7543,-35.3111,SR-RN               ,DEL15/2                       ,UOP01/RN                      
16907,2017-03-04,sábado,11:25:00,RN,101.0,98,NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Nublado             ,Dupla               ,Curva                         ,Sim       ,2,0,1,0,1,0,1,2,-5.85920626,-35.21380484,SR-RN               ,DEL15/1                       ,UOP01/RN                      
16910,2017-03-04,sábado,12:05:00,RN,304.0,35,MOSSORO                                                     ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Pleno dia           ,Decrescente         ,Nublado             ,Dupla               ,Rotatória                     ,Sim       ,4,0,0,0,4,0,0,2,-5.165588,-37.35088,SR-RN               ,DEL15/4                       ,UOP02/RN                      
16966,2017-03-04,sábado,16:00:00,RN,226.0,4,NATAL                                                       ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Interseção de vias            ,Não       ,2,0,1,0,1,0,1,2,-5.819454,-35.261385,SR-RN               ,DEL15/1                       ,UOP02/RN                      
17146,2017-03-01,quarta-feira,12:30:00,RN,405.0,"59,9",FELIPE GUERRA                                               ,Condutor Dormindo                                                                                   ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Fatais,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,8,2,2,1,2,1,3,3,-5.53192777,-37.72636414,SR-RN               ,DEL15/4                       ,UOP02/RN                      
17233,2017-03-05,domingo,15:55:00,RN,304.0,"143,3",ANGICOS                                                     ,Pista Escorregadia                                                                                  ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Chuva               ,Simples             ,Reta                          ,Não       ,5,0,1,0,4,0,1,1,-5.67188886,-36.64809393,SR-RN               ,DEL15/4                       ,UOP01/RN                      
17310,2017-03-05,domingo,20:05:00,RN,406.0,161,CEARA-MIRIM                                                 ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Vento               ,Simples             ,Reta                          ,Sim       ,3,0,1,0,2,0,1,2,-5.72136593,-35.3662321,SR-RN               ,DEL15/2                       ,UOP01/RN                      
17334,2017-03-05,domingo,21:35:00,RN,304.0,24,MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Rotatória                     ,Não       ,2,0,1,0,1,0,1,1,-5.06666931,-37.33106285,SR-RN               ,DEL15/4                       ,UOP02/RN                      
17354,2017-03-05,domingo,22:45:00,RN,406.0,"108,3",JOAO CAMARA                                                 ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Fatais,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,1,0,0,0,0,0,1,-5.54903116,-35.778898,SR-RN               ,DEL15/2                       ,UOP01/RN                      
17440,2017-01-21,sábado,13:00:00,RN,110.0,"48,9",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.21389668,-37.33101189,SR-RN               ,DEL15/4                       ,UOP01/RN                      
17508,2017-03-06,segunda-feira,16:30:00,RN,110.0,48,MOSSORO                                                     ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Garoa/Chuvisco      ,Simples             ,Reta                          ,Sim       ,4,0,3,0,1,0,3,3,-5.2058,-37.3289,SR-RN               ,DEL15/4                       ,UOP01/RN                      
17575,2017-03-06,segunda-feira,18:50:00,RN,101.0,84,NATAL                                                       ,Defeito Mecânico no Veículo                                                                         ,Engavetamento                                                                                                                                                                                           ,Sem Vítimas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,6,0,0,0,6,0,0,6,-5.7727,-35.2619,SR-RN               ,DEL15/2                       ,UOP01/RN                      
17615,2017-03-06,segunda-feira,15:15:00,RN,406.0,145,CEARA-MIRIM                                                 ,Falta de Atenção à Condução                                                                         ,Colisão com objeto em movimento                                                                                                                                                                         ,Sem Vítimas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,2,0,0,0,2,0,0,2,-5.64556895,-35.46411932,SR-RN               ,DEL15/2                       ,UOP01/RN                      
17679,2017-03-07,terça-feira,08:50:00,RN,304.0,"114,9",ACU                                                         ,Falta de Atenção do Pedestre                                                                        ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Simples             ,Reta                          ,Não       ,2,0,1,0,1,0,1,1,-5.61496079,-36.89552307,SR-RN               ,DEL15/4                       ,UOP01/RN                      
17783,2017-03-07,terça-feira,17:30:00,RN,101.0,"79,8",NATAL                                                       ,Ingestão de Álcool                                                                                  ,Colisão transversal                                                                                                                                                                                     ,Sem Vítimas,Anoitecer           ,Decrescente         ,Céu Claro           ,Dupla               ,Curva                         ,Sim       ,2,0,0,0,2,0,0,2,-5.76304646,-35.28685479999999,SR-RN               ,DEL15/2                       ,UOP01/RN                      
17820,2017-03-07,terça-feira,20:05:00,RN,226.0,"13,8",MACAIBA                                                     ,Restrição de Visibilidade                                                                           ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Nublado             ,Simples             ,Reta                          ,Não       ,2,0,0,1,1,0,1,2,-5.8475,-35.3124,SR-RN               ,DEL15/1                       ,UOP02/RN                      
18059,2017-03-08,quarta-feira,19:30:00,RN,304.0,"36,7",MOSSORO                                                     ,Não guardar distância de segurança                                                                  ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Fatais,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Interseção de vias            ,Sim       ,2,1,0,0,1,0,0,2,-5.17313074,-37.36060432,SR-RN               ,DEL15/4                       ,UOP02/RN                      
18227,2017-03-09,quinta-feira,12:50:00,RN,304.0,"127,9",ANGICOS                                                     ,Defeito Mecânico no Veículo                                                                         ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Nublado             ,Simples             ,Desvio Temporário             ,Não       ,3,0,1,0,2,0,1,1,-5.65734415,-36.78531006,SR-RN               ,DEL15/4                       ,UOP01/RN                      
18256,2017-03-09,quinta-feira,15:40:00,RN,101.0,81,SAO GONCALO DO AMARANTE                                     ,Não guardar distância de segurança                                                                  ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Dupla               ,Reta                          ,Sim       ,3,0,2,0,0,1,2,2,-5.7666011,-35.27830929,SR-RN               ,DEL15/2                       ,UOP01/RN                      
18351,2017-03-09,quinta-feira,22:25:00,RN,304.0,299,MACAIBA                                                     ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Nublado             ,Dupla               ,Reta                          ,Não       ,3,0,1,1,1,0,2,3,-5.8689175,-35.330688,SR-RN               ,DEL15/1                       ,UOP02/RN                      
18400,2017-03-10,sexta-feira,07:00:00,RN,101.0,"66,5",EXTREMOZ                                                    ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,2,0,0,1,1,0,1,2,-5.65290466,-35.24948756,SR-RN               ,DEL15/2                       ,UOP01/RN                      
18479,2017-03-10,sexta-feira,12:10:00,RN,304.0,38,MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Sol                 ,Dupla               ,Reta                          ,Sim       ,2,0,1,0,1,0,1,2,-5.18690087,-37.37274438,SR-RN               ,DEL15/4                       ,UOP02/RN                      
18724,2017-03-11,sábado,06:30:00,RN,304.0,"33,8",MOSSORO                                                     ,Condutor Dormindo                                                                                   ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Fatais,Pleno dia           ,Crescente           ,Nublado             ,Dupla               ,Reta                          ,Sim       ,1,1,0,0,0,0,0,1,-5.1557,-37.3495,SR-RN               ,DEL15/4                       ,UOP02/RN                      
18794,2017-03-11,sábado,11:00:00,RN,101.0,78,NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,2,0,1,0,1,0,1,2,-5.73551598,-35.29072791,SR-RN               ,DEL15/2                       ,UOP01/RN                      
18795,2017-03-11,sábado,11:05:00,RN,226.0,"137,2",CAMPO REDONDO                                               ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Sem Vítimas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,1,0,0,0,1,0,0,1,-6.20455682,-36.19152304,SR-RN               ,DEL15/3                       ,UOP02/RN                      
19001,2017-03-12,domingo,01:45:00,RN,226.0,"69,7",NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Desvio Temporário             ,Sim       ,3,0,0,2,1,0,2,2,-5.7792569,-35.200916,SR-RN               ,DEL15/1                       ,UOP02/RN                      
19100,2017-03-12,domingo,08:00:00,RN,405.0,"53,9",FELIPE GUERRA                                               ,Animais na Pista                                                                                    ,Capotamento                                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-5.48805638,-37.69543558,SR-RN               ,DEL15/4                       ,UOP02/RN                      
19128,2017-03-12,domingo,14:35:00,RN,101.0,"155,7",GOIANINHA                                                   ,Pista Escorregadia                                                                                  ,Saída de leito carroçável                                                                                                                                                                               ,Sem Vítimas,Pleno dia           ,Crescente           ,Chuva               ,Dupla               ,Curva                         ,Não       ,1,0,0,0,1,0,0,1,-6.32551429,-35.17885029,SR-RN               ,DEL15/1                       ,UOP01/RN                      
19170,2017-03-12,domingo,17:00:00,RN,101.0,123,SAO JOSE DE MIPIBU                                          ,Pista Escorregadia                                                                                  ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Chuva               ,Dupla               ,Reta                          ,Não       ,3,0,1,0,2,0,1,2,-6.057898000000001,-35.242096000000004,SR-RN               ,DEL15/1                       ,UOP01/RN                      
19191,2017-03-12,domingo,17:50:00,RN,101.0,81,NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Sem Vítimas,Plena Noite         ,Decrescente         ,Nublado             ,Dupla               ,Reta                          ,Sim       ,2,0,0,0,2,0,0,2,-5.763,-35.2873,SR-RN               ,DEL15/2                       ,UOP01/RN                      
19201,2017-03-12,domingo,16:15:00,RN,101.0,"172,2",BAIA FORMOSA                                                ,Condutor Dormindo                                                                                   ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Anoitecer           ,Decrescente         ,Chuva               ,Dupla               ,Reta                          ,Não       ,2,0,2,0,0,0,2,1,-6.45576331,-35.11036277,SR-RN               ,DEL15/1                       ,UOP01/RN                      
19283,2017-03-12,domingo,22:15:00,RN,101.0,83,NATAL                                                       ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Nublado             ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.7696,-35.2702,SR-RN               ,DEL15/2                       ,UOP01/RN                      
19341,2017-03-13,segunda-feira,07:10:00,RN,110.0,"46,7",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Nublado             ,Simples             ,Reta                          ,Sim       ,2,0,2,0,0,0,2,2,-5.200703,-37.321714,SR-RN               ,DEL15/4                       ,UOP01/RN                      
19347,2017-03-13,segunda-feira,07:40:00,RN,101.0,107,PARNAMIRIM                                                  ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,1,0,1,0,1,2,-5.91411024,-35.26214981,SR-RN               ,DEL15/1                       ,UOP01/RN                      
19491,2017-03-13,segunda-feira,17:00:00,RN,101.0,"101,3",PARNAMIRIM                                                  ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Anoitecer           ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,0,2,0,0,2,-5.88743027,-35.23372561,SR-RN               ,DEL15/1                       ,UOP01/RN                      
19504,2017-03-13,segunda-feira,18:30:00,RN,304.0,"305,2",PARNAMIRIM                                                  ,Ingestão de Álcool                                                                                  ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.8853812,-35.27886182,SR-RN               ,DEL15/1                       ,UOP02/RN                      
19584,2017-03-14,terça-feira,06:30:00,RN,406.0,"152,3",CEARA-MIRIM                                                 ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Nublado             ,Simples             ,Interseção de vias            ,Sim       ,2,0,1,0,1,0,1,2,-5.65563619,-35.41737914,SR-RN               ,DEL15/2                       ,UOP01/RN                      
19744,2017-03-14,terça-feira,20:20:00,RN,226.0,"48,1",BOM JESUS                                                   ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,2,0,1,0,1,0,1,2,-5.9859480000000005,-35.585404,SR-RN               ,DEL15/1                       ,UOP02/RN                      
19810,2017-03-15,quarta-feira,06:30:00,RN,406.0,170,NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Amanhecer           ,Crescente           ,Nublado             ,Simples             ,Reta                          ,Sim       ,2,0,1,0,1,0,1,2,-5.7792569,-35.200916,SR-RN               ,DEL15/2                       ,UOP01/RN                      
19909,2017-03-15,quarta-feira,14:30:00,RN,226.0,"71,3",SERRA CAIADA                                                ,Falta de Atenção à Condução                                                                         ,Tombamento                                                                                                                                                                                              ,Sem Vítimas,Pleno dia           ,Decrescente         ,Chuva               ,Simples             ,Curva                         ,Não       ,1,0,0,0,1,0,0,1,-6.124758,-35.72056038,SR-RN               ,DEL15/1                       ,UOP02/RN                      
19949,2017-03-15,quarta-feira,17:10:00,RN,101.0,"94,6",NATAL                                                       ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Anoitecer           ,Decrescente         ,Céu Claro           ,Múltipla            ,Reta                          ,Sim       ,3,0,0,0,3,0,0,3,-5.83190515,-35.21192193,SR-RN               ,DEL15/1                       ,UOP01/RN                      
20058,2017-03-16,quinta-feira,08:30:00,RN,304.0,"306,9",PARNAMIRIM                                                  ,Pista Escorregadia                                                                                  ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Chuva               ,Dupla               ,Reta                          ,Sim       ,3,0,1,0,1,1,1,2,-5.88962342,-35.26556158,SR-RN               ,DEL15/1                       ,UOP02/RN                      
20093,2017-02-04,sábado,14:20:00,RN,101.0,"85,5",NATAL                                                       ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Chuva               ,Dupla               ,Reta                          ,Sim       ,2,0,1,1,0,0,2,2,-5.77905638,-35.25059589,SR-RN               ,DEL15/2                       ,UOP01/RN                      
20144,2017-03-16,quinta-feira,02:40:00,RN,304.0,"49,5",MOSSORO                                                     ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Sem Vítimas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,19,0,0,0,19,0,0,2,-5.241364099999999,-37.31481387,SR-RN               ,DEL15/4                       ,UOP01/RN                      
20150,2017-03-16,quinta-feira,11:00:00,RN,110.0,39,MOSSORO                                                     ,Ingestão de Álcool                                                                                  ,Capotamento                                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-5.170102,-37.26088,SR-RN               ,DEL15/4                       ,UOP01/RN                      
20371,2017-03-17,sexta-feira,08:50:00,RN,427.0,"74,9",SAO TOME                                                    ,Defeito na Via                                                                                      ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,5,0,4,1,0,0,5,1,-6.0,-36.0,SR-RN               ,DEL15/3                       ,UOP01/RN                      
20464,2017-03-17,sexta-feira,06:30:00,RN,101.0,"81,5",SAO GONCALO DO AMARANTE                                     ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.76468821,-35.28312912,SR-RN               ,DEL15/2                       ,UOP01/RN                      
20467,2017-03-17,sexta-feira,15:00:00,RN,304.0,256,SANTA MARIA                                                 ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,3,0,1,1,1,0,2,2,-5.8402453,-35.69944829,SR-RN               ,DEL15/1                       ,UOP02/RN                      
